sigma,m,n,p,q,tc,coef_input_vals,error_vals_all,error_next,pole,residue,multiplicity_pole,poles_all
18.526666666666667,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.0909189376526184, 0.0092675651166723, 0.0009829760074104]","[0.0, 0.0909189376526184, 0.0092675651166723, 0.0009829760074104]",0.0,,,[],[]
18.526666666666667,0,1,[0.09091894 1.        ],[1.],"[1.0, 0.0909189376526184, 0.0, 0.0]","[1, 0.0909189376526184, 0.0092675651166723, 0.0009829760074104]","[0.0, 0.0, 0.0092675651166723, 0.0009829760074104]",0.0,,,[],[]
18.526666666666667,0,2,[0.00926757 0.09091894 1.        ],[1.],"[1.0, 0.0909189376526184, 0.0092675651166723, 0.0]","[1, 0.0909189376526184, 0.0092675651166723, 0.0009829760074104]","[0.0, 0.0, 0.0, 0.0009829760074104]",0.0,,,[],[]
18.526666666666667,0,3,[9.82976007e-04 9.26756512e-03 9.09189377e-02 1.00000000e+00],[1.],"[1.0, 0.0909189376526184, 0.0092675651166723, 0.0009829760074104]","[1, 0.0909189376526184, 0.0092675651166723, 0.0009829760074104]","[0.0, 0.0, 0.0, 0.0]",0.0,,,[],[]
18.526666666666667,1,0,[1.],[-0.09091894  1.        ],"[1.0, 0.0909189376526184, 0.00826625322388071, 0.0007515589614827661]","[1, 0.0909189376526184, 0.0092675651166723, 0.0009829760074104]","[0.0, 0.0, 0.0010013118927915902, 0.0002314170459276339]",0.0,(10.998808673070773+0j),(-10.998808673070773+0j),[1],[array([10.99880867])]
18.526666666666667,1,1,[-0.01101324  1.        ],[-0.10193218  1.        ],"[1.0, 0.0909189376526184, 0.0092675651166723, 0.0009446630747041925]","[1, 0.0909189376526184, 0.0092675651166723, 0.0009829760074104]","[0.0, 0.0, 0.0, 3.83129327062075e-05]",0.0,(9.810444977511484+0j),(-8.750477757870623+0j),[1],[array([9.81044498])]
18.526666666666667,1,2,[-3.75866918e-04 -1.51473263e-02  1.00000000e+00],[-0.10606626  1.        ],"[1.0, 0.0909189376526184, 0.0092675651166723, 0.0009829760074104]","[1, 0.0909189376526184, 0.0092675651166723, 0.0009829760074104]","[0.0, 0.0, 0.0, 0.0]",0.0,(9.428068484689902+0j),(-7.766651743232331+0j),[1],[array([9.42806848])]
18.526666666666667,2,0,[1.],[-0.00100131 -0.09091894  1.        ],"[1.0, 0.0909189376526184, 0.0092675651166723, 0.000933635388585854]","[1, 0.0909189376526184, 0.0092675651166723, 0.0009829760074104]","[0.0, 0.0, 0.0, 4.934061882454601e-05]",0.0,(9.915925649473975+0j),(-9.02716041537806+0j),[1],"[array([   9.91592565, -100.71574368])]"
18.526666666666667,2,1,[-0.04927597  1.        ],[ 0.00347881 -0.14019491  1.        ],"[1.0, 0.0909189376526184, 0.0092675651166723, 0.0009829760074104]","[1, 0.0909189376526184, 0.0092675651166723, 0.0009829760074104]","[0.0, 0.0, 0.0, 0.0]",0.0,(9.261247259328233+0j),(-7.175979276437956+0j),[1],"[array([ 9.26124726, 31.03845861])]"
18.526666666666667,3,0,[1.],[-4.93406188e-05 -1.00131189e-03 -9.09189377e-02  1.00000000e+00],"[1.0, 0.0909189376526184, 0.0092675651166723, 0.0009829760074104]","[1, 0.0909189376526184, 0.0092675651166723, 0.0009829760074104]","[0.0, 0.0, 0.0, 0.0]",0.0,(9.529165847682915+0j),(-8.100878833099214-0j),[1],"[array([  9.52916585 +0.j        , -14.91151578+43.64074501j,
       -14.91151578-43.64074501j])]"
18.626756756756755,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.0904746717715568, 0.0091795092081051, 0.000969258876872]","[0.0, 0.0904746717715568, 0.0091795092081051, 0.000969258876872]",0.0,,,[],[]
18.626756756756755,0,1,[0.09047467 1.        ],[1.],"[1.0, 0.0904746717715568, 0.0, 0.0]","[1, 0.0904746717715568, 0.0091795092081051, 0.000969258876872]","[0.0, 0.0, 0.0091795092081051, 0.000969258876872]",0.0,,,[],[]
18.626756756756755,0,2,[0.00917951 0.09047467 1.        ],[1.],"[1.0, 0.0904746717715568, 0.0091795092081051, 0.0]","[1, 0.0904746717715568, 0.0091795092081051, 0.000969258876872]","[0.0, 0.0, 0.0, 0.000969258876872]",0.0,,,[],[]
18.626756756756755,0,3,[9.69258877e-04 9.17950921e-03 9.04746718e-02 1.00000000e+00],[1.],"[1.0, 0.0904746717715568, 0.0091795092081051, 0.000969258876872]","[1, 0.0904746717715568, 0.0091795092081051, 0.000969258876872]","[0.0, 0.0, 0.0, 0.0]",0.0,,,[],[]
18.626756756756755,1,0,[1.],[-0.09047467  1.        ],"[1.0, 0.0904746717715568, 0.008185666232170936, 0.0007405954655871815]","[1, 0.0904746717715568, 0.0091795092081051, 0.000969258876872]","[0.0, 0.0, 0.0009938429759341633, 0.00022866341128481853]",0.0,(11.052817108029316+0j),(-11.052817108029316+0j),[1],[array([11.05281711])]
18.626756756756755,1,1,[-0.01098476  1.        ],[-0.10145944  1.        ],"[1.0, 0.0904746717715568, 0.0091795092081051, 0.000931347830854213]","[1, 0.0904746717715568, 0.0091795092081051, 0.000969258876872]","[0.0, 0.0, 0.0, 3.7911046017786976e-05]",0.0,(9.856155674605311+0j),(-8.789053843249102+0j),[1],[array([9.85615567])]
18.626756756756755,1,2,[-3.73657171e-04 -1.51147290e-02  1.00000000e+00],[-0.1055894  1.       ],"[1.0, 0.0904746717715568, 0.0091795092081051, 0.000969258876872]","[1, 0.0904746717715568, 0.0091795092081051, 0.000969258876872]","[0.0, 0.0, 0.0, 0.0]",0.0,(9.470647550558716+0j),(-7.7975557023043685+0j),[1],[array([9.47064755])]
18.626756756756755,2,0,[1.],[-9.93842976e-04 -9.04746718e-02  1.00000000e+00],"[1.0, 0.0904746717715568, 0.0091795092081051, 0.0009204306996674028]","[1, 0.0904746717715568, 0.0091795092081051, 0.000969258876872]","[0.0, 0.0, 0.0, 4.882817720459724e-05]",0.0,(9.962552318437725+0j),(-9.0680660505501+0j),[1],"[array([   9.96255232, -100.99772987])]"
18.626756756756755,2,1,[-0.04913068  1.        ],[ 0.00345124 -0.13960535  1.        ],"[1.0, 0.0904746717715568, 0.009179509208105101, 0.0009692588768720002]","[1, 0.0904746717715568, 0.0091795092081051, 0.000969258876872]","[0.0, 0.0, -1.734723475976807e-18, -2.168404344971009e-19]",-2.168404344971009e-19,(9.302226791685952+0j),(-7.201556743518322+0j),[1],"[array([ 9.30222679, 31.14856656])]"
18.626756756756755,3,0,[1.],[-4.88281772e-05 -9.93842976e-04 -9.04746718e-02  1.00000000e+00],"[1.0, 0.0904746717715568, 0.0091795092081051, 0.000969258876872]","[1, 0.0904746717715568, 0.0091795092081051, 0.000969258876872]","[0.0, 0.0, 0.0, 0.0]",0.0,(9.572766625927184+0j),(-8.134985133164475-0j),[1],"[array([  9.57276663 +0.j        , -14.96332451+43.76641456j,
       -14.96332451-43.76641456j])]"
18.726846846846847,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.0900345600833876, 0.0090926635400742, 0.000955789277226]","[0.0, 0.0900345600833876, 0.0090926635400742, 0.000955789277226]",0.0,,,[],[]
18.726846846846847,0,1,[0.09003456 1.        ],[1.],"[1.0, 0.0900345600833876, 0.0, 0.0]","[1, 0.0900345600833876, 0.0090926635400742, 0.000955789277226]","[0.0, 0.0, 0.0090926635400742, 0.000955789277226]",0.0,,,[],[]
18.726846846846847,0,2,[0.00909266 0.09003456 1.        ],[1.],"[1.0, 0.0900345600833876, 0.0090926635400742, 0.0]","[1, 0.0900345600833876, 0.0090926635400742, 0.000955789277226]","[0.0, 0.0, 0.0, 0.000955789277226]",0.0,,,[],[]
18.726846846846847,0,3,[9.55789277e-04 9.09266354e-03 9.00345601e-02 1.00000000e+00],[1.],"[1.0, 0.0900345600833876, 0.0090926635400742, 0.0009557892772259999]","[1, 0.0900345600833876, 0.0090926635400742, 0.000955789277226]","[0.0, 0.0, 0.0, 1.0842021724855044e-19]",1.0842021724855044e-19,,,[],[]
18.726846846846847,1,0,[1.],[-0.09003456  1.        ],"[1.0, 0.0900345600833876, 0.008106222009409133, 0.0007298401325554256]","[1, 0.0900345600833876, 0.0090926635400742, 0.000955789277226]","[0.0, 0.0, 0.0009864415306650668, 0.00022594914467057449]",0.0,(11.106846071928677+0j),(-11.106846071928677+0j),[1],[array([11.10684607])]
18.726846846846847,1,1,[-0.01095625  1.        ],[-0.10099081  1.        ],"[1.0, 0.0900345600833876, 0.0090926635400742, 0.0009182754952811664]","[1, 0.0900345600833876, 0.0090926635400742, 0.000955789277226]","[0.0, 0.0, 0.0, 3.751378194483362e-05]",0.0,(9.901890649156572+0j),(-8.827657986154898+0j),[1],[array([9.90189065])]
18.726846846846847,1,2,[-3.71457367e-04 -1.50819740e-02  1.00000000e+00],[-0.10511653  1.        ],"[1.0, 0.0900345600833876, 0.0090926635400742, 0.0009557892772259999]","[1, 0.0900345600833876, 0.0090926635400742, 0.000955789277226]","[0.0, 0.0, 0.0, 1.0842021724855044e-19]",1.0842021724855044e-19,(9.51325125394162+0j),(-7.828490377026686+0j),[1],[array([9.51325125])]
18.726846846846847,2,0,[1.],[-9.86441531e-04 -9.00345601e-02  1.00000000e+00],"[1.0, 0.0900345600833876, 0.0090926635400742, 0.0009074677910782511]","[1, 0.0900345600833876, 0.0090926635400742, 0.000955789277226]","[0.0, 0.0, 0.0, 4.832148614774894e-05]",0.0,(10.009203091710896+0j),(-9.108998956638292+0j),[1],"[array([  10.00920309, -101.28127273])]"
18.726846846846847,2,1,[-0.04898566  1.        ],[ 0.00342396 -0.13902022  1.        ],"[1.0, 0.0900345600833876, 0.0090926635400742, 0.0009557892772259999]","[1, 0.0900345600833876, 0.0090926635400742, 0.000955789277226]","[0.0, 0.0, 0.0, 1.0842021724855044e-19]",1.0842021724855044e-19,(9.343230207352446+0j),(-7.227165137445446+0j),[1],"[array([ 9.34323021, 31.25893679])]"
